age,job,marital,deposit
38,admin.,married,yes
71,retired,married,yes
29,services,married,yes
61,retired,married,yes
57,retired,divorced,yes
37,management,married,yes
68,retired,married,yes
29,management,single,yes
51,entrepreneur,married,yes
41,technician,divorced,yes
24,student,single,yes
24,blue-collar,single,yes
59,unemployed,married,yes
85,retired,divorced,yes
51,technician,married,yes
39,technician,married,yes
44,management,married,yes
26,admin.,single,yes
48,management,married,yes
37,technician,single,yes
71,retired,married,yes
62,housemaid,married,yes
26,admin.,single,yes
43,unemployed,single,yes
30,management,single,yes
50,management,married,yes
25,technician,single,yes
25,admin.,single,yes
31,management,single,yes
28,technician,single,yes
66,retired,married,yes
41,management,married,yes
46,technician,married,yes
42,unemployed,married,yes
28,technician,single,yes
39,blue-collar,single,yes
42,services,married,yes
35,services,married,yes
55,technician,married,yes
37,technician,married,yes
29,management,single,yes
49,management,married,yes
44,technician,single,yes
54,admin.,married,yes
28,management,single,yes
30,admin.,single,yes
47,technician,married,yes
34,blue-collar,single,yes
37,unknown,single,yes
25,self-employed,single,yes
29,technician,single,yes
62,management,married,yes
58,management,divorced,yes
46,management,married,yes
56,retired,married,yes
33,management,married,yes
27,student,single,yes
60,retired,married,yes
32,management,single,yes
83,retired,divorced,yes
35,self-employed,married,yes
31,management,divorced,yes
30,student,single,yes
29,technician,married,yes
36,management,single,yes
57,management,married,yes
21,blue-collar,single,yes
44,management,single,yes
23,management,single,yes
34,management,single,yes
32,self-employed,married,yes
37,unemployed,single,yes
35,management,single,yes
47,management,married,yes
61,management,married,yes
30,management,single,yes
70,retired,married,yes
52,management,married,yes
28,management,single,yes
57,management,married,yes
24,admin.,single,yes
32,management,married,yes
65,housemaid,married,yes
44,management,married,yes
32,entrepreneur,single,yes
33,technician,single,yes
53,services,divorced,yes
31,management,divorced,yes
58,self-employed,married,yes
30,management,single,yes
47,blue-collar,married,yes
60,technician,married,yes
36,entrepreneur,divorced,yes
37,services,single,yes
43,admin.,married,yes
37,admin.,single,yes
31,management,single,yes
31,technician,married,yes
30,management,single,yes
30,management,married,yes
32,admin.,single,yes
35,admin.,married,yes
59,technician,married,yes
33,housemaid,single,yes
37,management,single,yes
31,services,married,yes
26,management,single,yes
53,technician,married,yes
34,unemployed,married,yes
46,management,divorced,yes
76,retired,divorced,yes
46,management,married,yes
83,retired,divorced,yes
23,student,single,yes
34,management,single,yes
24,student,single,yes
41,management,divorced,yes
28,admin.,single,yes
34,technician,married,yes
77,retired,married,yes
36,management,married,yes
58,management,married,yes
46,admin.,married,yes
59,retired,married,yes
19,student,single,yes
23,management,single,yes
27,management,single,yes
73,retired,divorced,yes
41,management,married,yes
30,admin.,single,yes
26,admin.,single,yes
38,blue-collar,single,yes
46,management,divorced,yes
27,technician,single,yes
63,self-employed,married,yes
34,admin.,married,yes
32,admin.,single,yes
33,management,single,yes
47,blue-collar,married,yes
48,admin.,divorced,yes
58,unknown,married,yes
50,management,married,yes
26,blue-collar,single,yes
39,blue-collar,married,yes
55,blue-collar,divorced,yes
41,self-employed,married,yes
54,entrepreneur,divorced,yes
33,technician,single,yes
42,management,single,yes
50,blue-collar,married,yes
40,management,married,yes
37,admin.,married,yes
44,blue-collar,single,yes
30,blue-collar,single,yes
26,self-employed,single,yes
47,unemployed,married,yes
46,blue-collar,single,yes
25,admin.,single,yes
56,technician,married,yes
36,blue-collar,single,yes
35,technician,single,yes
54,unemployed,married,yes
48,management,married,yes
32,technician,married,yes
60,admin.,divorced,yes
67,retired,married,yes
32,management,single,yes
26,admin.,married,yes
33,management,single,yes
21,student,single,yes
30,technician,single,yes
27,student,single,yes
30,services,single,yes
36,blue-collar,married,yes
27,admin.,married,yes
29,management,single,yes
38,blue-collar,single,yes
23,admin.,single,yes
38,technician,married,yes
30,technician,single,yes
41,services,married,yes
33,technician,single,yes
35,admin.,married,yes
29,admin.,married,yes
68,retired,divorced,yes
20,student,single,yes
30,management,single,yes
32,blue-collar,married,yes
28,management,divorced,yes
45,blue-collar,married,yes
29,technician,single,yes
31,blue-collar,married,yes
39,services,divorced,yes
42,blue-collar,married,yes
35,management,single,yes
34,technician,single,yes
26,management,single,yes
29,services,divorced,yes
44,self-employed,single,yes
34,management,married,yes
33,management,married,yes
34,management,single,yes
33,admin.,single,yes
22,student,single,yes
32,technician,married,yes
36,services,single,yes
44,admin.,divorced,yes
65,retired,married,yes
61,self-employed,divorced,yes
41,housemaid,married,yes
24,management,married,yes
77,retired,divorced,yes
62,housemaid,married,yes
30,unemployed,married,yes
29,admin.,single,yes
29,unemployed,single,yes
65,management,married,yes
43,services,married,yes
70,retired,divorced,yes
32,services,married,yes
46,technician,married,yes
33,admin.,married,yes
57,services,married,yes
62,blue-collar,married,yes
32,services,single,yes
39,blue-collar,single,yes
76,housemaid,divorced,yes
36,admin.,single,yes
27,technician,single,yes
38,management,single,yes
56,blue-collar,married,yes
51,unemployed,married,yes
39,management,married,yes
35,management,divorced,yes
32,blue-collar,married,yes
51,housemaid,married,yes
37,technician,married,yes
52,entrepreneur,single,yes
35,technician,married,yes
47,admin.,married,yes
31,technician,married,yes
49,services,married,yes
30,management,single,yes
35,blue-collar,single,yes
44,management,married,yes
42,blue-collar,married,yes
29,management,single,yes
42,technician,divorced,yes
43,management,married,yes
36,technician,single,yes
36,technician,married,yes
32,services,married,yes
54,technician,married,yes
50,management,married,yes
32,technician,single,yes
28,student,single,yes
40,services,divorced,yes
34,admin.,single,yes
52,retired,divorced,yes
35,blue-collar,married,yes
32,management,divorced,yes
60,management,married,yes
34,blue-collar,married,yes
30,admin.,single,yes
39,self-employed,married,yes
40,services,single,yes
38,management,married,yes
35,management,single,yes
37,blue-collar,married,yes
29,technician,married,yes
36,technician,single,yes
34,management,married,yes
33,technician,married,yes
29,technician,single,yes
33,management,married,yes
41,self-employed,married,yes
74,retired,married,yes
53,technician,married,yes
38,admin.,married,yes
41,technician,married,yes
52,technician,married,yes
40,technician,married,yes
32,entrepreneur,married,yes
28,technician,married,yes
28,management,single,yes
35,management,married,yes
46,management,married,yes
50,unknown,married,yes
44,blue-collar,single,yes
29,blue-collar,divorced,yes
61,retired,married,yes
70,retired,married,yes
44,blue-collar,married,yes
59,management,married,yes
45,blue-collar,married,yes
39,technician,married,yes
36,blue-collar,married,yes
78,retired,married,yes
28,technician,single,yes
50,self-employed,divorced,yes
73,retired,divorced,yes
34,management,married,yes
28,student,single,yes
42,admin.,divorced,yes
54,unemployed,divorced,yes
27,blue-collar,married,yes
73,retired,married,yes
33,management,single,yes
51,entrepreneur,married,yes
32,management,single,yes
33,technician,married,yes
26,services,single,yes
32,technician,single,yes
41,blue-collar,divorced,yes
39,blue-collar,married,yes
24,student,single,yes
37,blue-collar,divorced,yes
35,management,single,yes
26,student,single,yes
29,technician,single,yes
63,retired,married,yes
95,retired,divorced,yes
65,retired,married,yes
59,technician,married,yes
35,management,single,yes
74,retired,married,yes
56,unemployed,married,yes
26,student,single,yes
30,blue-collar,single,yes
29,self-employed,married,yes
78,retired,married,yes
45,unknown,divorced,yes
29,blue-collar,single,yes
39,admin.,married,yes
45,management,married,yes
45,technician,married,yes
36,student,single,yes
41,unknown,single,yes
38,technician,married,yes
33,admin.,married,yes
30,services,married,yes
65,retired,married,yes
75,retired,married,yes
65,management,divorced,yes
53,management,married,yes
40,management,married,yes
31,admin.,single,yes
25,student,single,yes
37,technician,married,yes
32,management,single,yes
45,management,married,yes
35,management,married,yes
74,retired,married,yes
37,management,married,yes
59,blue-collar,married,yes
76,management,married,yes
25,blue-collar,single,yes
27,services,single,yes
39,admin.,married,yes
24,services,single,yes
28,blue-collar,single,yes
51,management,married,yes
66,retired,married,yes
28,unemployed,single,yes
30,management,single,yes
58,blue-collar,married,yes
32,management,single,yes
31,technician,single,yes
71,technician,married,yes
37,admin.,married,yes
56,management,divorced,yes
65,retired,married,yes
72,self-employed,married,yes
51,admin.,single,yes
35,blue-collar,married,yes
34,blue-collar,married,yes
29,admin.,married,yes
30,technician,single,yes
39,technician,single,yes
45,management,married,yes
28,admin.,single,yes
52,unemployed,married,yes
59,retired,married,yes
38,services,married,yes
47,technician,married,yes
52,management,married,yes
38,management,married,yes
29,student,single,yes
36,unemployed,single,yes
58,retired,married,yes
31,technician,married,yes
59,retired,divorced,yes
47,blue-collar,married,yes
36,admin.,married,yes
21,student,single,yes
23,student,single,yes
47,blue-collar,married,yes
29,management,single,yes
25,management,single,yes
37,technician,married,yes
33,admin.,married,yes
59,technician,married,yes
58,management,divorced,yes
44,blue-collar,married,yes
48,blue-collar,married,yes
34,self-employed,married,yes
42,technician,married,yes
54,admin.,divorced,yes
42,technician,married,yes
42,blue-collar,married,yes
44,self-employed,divorced,yes
37,blue-collar,married,yes
29,student,single,yes
47,unknown,married,yes
24,management,single,yes
34,admin.,single,yes
30,management,single,yes
46,technician,married,yes
34,services,married,yes
59,retired,married,yes
35,management,single,yes
33,technician,married,yes
35,management,married,yes
37,management,married,yes
35,admin.,single,yes
38,technician,single,yes
33,blue-collar,single,yes
42,management,married,yes
33,management,married,yes
53,management,married,yes
53,services,married,yes
31,management,single,yes
26,admin.,single,yes
30,technician,single,yes
24,admin.,single,yes
28,management,single,yes
26,unemployed,single,yes
35,technician,married,yes
28,technician,single,yes
30,admin.,single,yes
32,management,married,yes
52,self-employed,married,yes
38,management,married,yes
34,self-employed,single,yes
29,technician,single,yes
30,management,single,yes
31,services,single,yes
24,student,single,yes
25,management,single,yes
47,management,single,yes
33,student,single,yes
34,admin.,single,yes
36,technician,single,yes
50,management,married,yes
34,management,single,yes
54,technician,divorced,yes
47,technician,married,yes
31,admin.,married,yes
36,management,married,yes
35,services,married,yes
25,student,single,yes
46,management,married,yes
49,entrepreneur,single,yes
47,blue-collar,married,yes
35,management,single,yes
30,technician,married,yes
31,management,single,yes
55,admin.,married,yes
25,admin.,single,yes
26,technician,single,yes
85,retired,married,yes
29,management,single,yes
39,management,married,yes
33,blue-collar,single,yes
33,blue-collar,single,yes
58,management,married,yes
61,retired,divorced,yes
50,admin.,single,yes
54,technician,married,yes
33,technician,married,yes
36,admin.,single,yes
31,management,single,yes
24,student,single,yes
29,management,single,yes
40,management,married,yes
29,blue-collar,single,yes
30,admin.,single,yes
45,blue-collar,married,yes
37,management,single,yes
28,unemployed,single,yes
33,management,single,yes
33,technician,married,yes
45,blue-collar,married,yes
25,student,single,yes
41,blue-collar,married,yes
38,technician,divorced,yes
47,technician,married,yes
49,management,married,yes
42,admin.,single,yes
33,technician,single,yes
36,admin.,married,yes
60,technician,married,yes
33,technician,married,yes
33,technician,married,yes
33,services,single,yes
32,student,single,yes
36,self-employed,married,yes
45,technician,married,yes
35,management,married,yes
38,management,divorced,yes
30,self-employed,married,yes
31,technician,married,yes
32,self-employed,divorced,yes
44,self-employed,married,yes
39,management,single,yes
45,blue-collar,married,yes
